2019-04-23 19:05:27.214280	12	6	1	90	[[[6, 0]], [[11, 0], [3, 3], [7, 3], [6, 5], [6, 8], [11, 8]], [[2, 0]], [[0, 0], [1, 0], [3, 0], [4, 0], [5, 0], [9, 0], [10, 0], [0, 1], [1, 1], [3, 1], [4, 1], [5, 1], [6, 1], [7, 1], [0, 2], [1, 2], [3, 2], [4, 2], [5, 2], [6, 2], [7, 2], [8, 2], [9, 2], [10, 2], [4, 3], [5, 3], [6, 3], [1, 4], [2, 4], [3, 4], [4, 4], [5, 4], [6, 4], [7, 4], [9, 4], [10, 4], [1, 5], [2, 5], [3, 5], [4, 5], [5, 5], [9, 5], [10, 5], [1, 6], [2, 6], [3, 6], [4, 6], [5, 6], [6, 6], [7, 6], [8, 6], [5, 7], [6, 7], [7, 7], [8, 7], [10, 7], [11, 7], [0, 8], [1, 8], [2, 8], [3, 8], [7, 8], [8, 8], [0, 9], [1, 9], [2, 9], [3, 9], [5, 9], [6, 9], [7, 9], [8, 9], [9, 9], [11, 9], [0, 10], [1, 10], [2, 10], [3, 10], [11, 10], [0, 11], [1, 11], [2, 11], [3, 11], [4, 11], [5, 11], [6, 11], [7, 11], [8, 11], [9, 11], [10, 11], [11, 11]]]
2019-05-11 17:29:17.743653	12	6	1	83	[[[0, 6]], [[3, 3], [5, 6], [8, 6], [3, 7], [7, 8], [0, 11]], [[9, 7]], [[0, 0], [1, 0], [2, 0], [8, 0], [9, 0], [10, 0], [11, 0], [0, 1], [1, 1], [2, 1], [4, 1], [5, 1], [6, 1], [8, 1], [9, 1], [10, 1], [11, 1], [4, 2], [5, 2], [6, 2], [8, 2], [9, 2], [10, 2], [11, 2], [1, 3], [2, 3], [4, 3], [5, 3], [6, 3], [8, 3], [9, 3], [10, 3], [11, 3], [1, 4], [2, 4], [3, 4], [4, 4], [5, 4], [6, 4], [11, 4], [1, 5], [2, 5], [3, 5], [4, 5], [5, 5], [6, 5], [7, 5], [9, 5], [11, 5], [4, 6], [6, 6], [7, 6], [9, 6], [11, 6], [1, 7], [2, 7], [4, 7], [6, 7], [7, 7], [8, 7], [11, 7], [2, 8], [6, 8], [8, 8], [9, 8], [11, 8], [0, 9], [2, 9], [4, 9], [5, 9], [9, 9], [11, 9], [0, 10], [2, 10], [4, 10], [5, 10], [7, 10], [11, 10], [7, 11], [8, 11], [9, 11], [10, 11], [11, 11]]]
2019-05-11 17:30:04.055442	12	6	1	83	[[[0, 6]], [[3, 3], [9, 3], [5, 6], [3, 7], [0, 11], [8, 11]], [[0, 2]], [[0, 0], [1, 0], [2, 0], [8, 0], [9, 0], [10, 0], [11, 0], [0, 1], [1, 1], [2, 1], [4, 1], [5, 1], [8, 1], [9, 1], [10, 1], [11, 1], [4, 2], [5, 2], [6, 2], [8, 2], [9, 2], [10, 2], [11, 2], [0, 3], [1, 3], [2, 3], [5, 3], [6, 3], [8, 3], [10, 3], [11, 3], [0, 4], [1, 4], [2, 4], [11, 4], [0, 5], [1, 5], [2, 5], [3, 5], [4, 5], [5, 5], [6, 5], [7, 5], [9, 5], [11, 5], [1, 6], [2, 6], [3, 6], [4, 6], [6, 6], [7, 6], [8, 6], [9, 6], [11, 6], [1, 7], [2, 7], [6, 7], [7, 7], [8, 7], [9, 7], [11, 7], [2, 8], [6, 8], [7, 8], [8, 8], [9, 8], [11, 8], [0, 9], [2, 9], [4, 9], [5, 9], [9, 9], [11, 9], [0, 10], [2, 10], [4, 10], [5, 10], [7, 10], [11, 10], [7, 11], [9, 11], [10, 11], [11, 11]]]
2019-05-11 17:30:50.246213	12	6	1	83	[[[5, 6]], [[3, 3], [0, 6], [8, 6], [3, 7], [0, 11], [8, 11]], [[0, 2]], [[0, 0], [1, 0], [2, 0], [8, 0], [9, 0], [10, 0], [11, 0], [0, 1], [1, 1], [2, 1], [4, 1], [5, 1], [6, 1], [8, 1], [9, 1], [10, 1], [11, 1], [4, 2], [5, 2], [6, 2], [8, 2], [9, 2], [10, 2], [11, 2], [0, 3], [1, 3], [2, 3], [4, 3], [5, 3], [6, 3], [8, 3], [9, 3], [10, 3], [11, 3], [0, 4], [1, 4], [2, 4], [3, 4], [4, 4], [5, 4], [6, 4], [11, 4], [0, 5], [1, 5], [2, 5], [3, 5], [4, 5], [5, 5], [6, 5], [7, 5], [9, 5], [11, 5], [7, 6], [9, 6], [11, 6], [1, 7], [2, 7], [4, 7], [7, 7], [8, 7], [9, 7], [11, 7], [2, 8], [7, 8], [8, 8], [9, 8], [11, 8], [0, 9], [2, 9], [4, 9], [5, 9], [9, 9], [11, 9], [0, 10], [2, 10], [4, 10], [5, 10], [7, 10], [11, 10], [7, 11], [9, 11], [10, 11], [11, 11]]]
2019-05-11 17:31:54.135894	12	6	1	84	[[[0, 6]], [[1, 2], [3, 3], [5, 6], [8, 6], [3, 7], [0, 11]], [[0, 10]], [[0, 0], [1, 0], [2, 0], [8, 0], [9, 0], [10, 0], [11, 0], [0, 1], [1, 1], [2, 1], [4, 1], [5, 1], [6, 1], [8, 1], [9, 1], [10, 1], [11, 1], [0, 2], [4, 2], [5, 2], [6, 2], [8, 2], [9, 2], [10, 2], [11, 2], [0, 3], [1, 3], [4, 3], [5, 3], [6, 3], [8, 3], [9, 3], [10, 3], [11, 3], [0, 4], [1, 4], [3, 4], [4, 4], [5, 4], [6, 4], [11, 4], [3, 5], [4, 5], [5, 5], [6, 5], [7, 5], [9, 5], [11, 5], [1, 6], [2, 6], [3, 6], [4, 6], [6, 6], [7, 6], [9, 6], [11, 6], [2, 7], [4, 7], [6, 7], [7, 7], [8, 7], [9, 7], [11, 7], [2, 8], [6, 8], [7, 8], [8, 8], [9, 8], [11, 8], [0, 9], [2, 9], [4, 9], [5, 9], [9, 9], [11, 9], [2, 10], [4, 10], [5, 10], [7, 10], [11, 10], [7, 11], [9, 11], [10, 11], [11, 11]]]
2019-05-11 17:32:46.929970	12	6	1	83	[[[5, 1]], [[3, 3], [5, 6], [8, 6], [3, 7], [0, 11], [8, 11]], [[9, 9]], [[0, 0], [1, 0], [2, 0], [8, 0], [9, 0], [10, 0], [11, 0], [0, 1], [1, 1], [2, 1], [4, 1], [6, 1], [8, 1], [9, 1], [10, 1], [11, 1], [0, 2], [4, 2], [5, 2], [6, 2], [8, 2], [9, 2], [10, 2], [11, 2], [0, 3], [1, 3], [2, 3], [5, 3], [6, 3], [8, 3], [9, 3], [10, 3], [11, 3], [0, 4], [1, 4], [2, 4], [3, 4], [11, 4], [0, 5], [1, 5], [2, 5], [3, 5], [4, 5], [5, 5], [6, 5], [7, 5], [9, 5], [11, 5], [1, 6], [2, 6], [3, 6], [4, 6], [6, 6], [7, 6], [9, 6], [11, 6], [1, 7], [2, 7], [4, 7], [6, 7], [7, 7], [8, 7], [9, 7], [11, 7], [2, 8], [6, 8], [7, 8], [8, 8], [9, 8], [11, 8], [0, 9], [2, 9], [4, 9], [5, 9], [11, 9], [0, 10], [2, 10], [4, 10], [5, 10], [7, 10], [11, 10], [10, 11], [11, 11]]]
2019-05-11 17:33:57.752019	12	6	1	85	[[[0, 2]], [[3, 3], [5, 6], [8, 6], [3, 7], [0, 11], [8, 11]], [[0, 6]], [[0, 0], [1, 0], [2, 0], [5, 0], [8, 0], [9, 0], [10, 0], [11, 0], [0, 1], [1, 1], [2, 1], [4, 1], [5, 1], [6, 1], [8, 1], [9, 1], [10, 1], [11, 1], [8, 2], [9, 2], [10, 2], [11, 2], [0, 3], [1, 3], [2, 3], [4, 3], [5, 3], [6, 3], [8, 3], [9, 3], [10, 3], [11, 3], [0, 4], [1, 4], [2, 4], [3, 4], [4, 4], [5, 4], [6, 4], [11, 4], [0, 5], [1, 5], [2, 5], [3, 5], [4, 5], [5, 5], [6, 5], [7, 5], [9, 5], [11, 5], [1, 6], [2, 6], [3, 6], [6, 6], [7, 6], [9, 6], [11, 6], [1, 7], [2, 7], [6, 7], [7, 7], [8, 7], [9, 7], [11, 7], [2, 8], [6, 8], [7, 8], [8, 8], [9, 8], [11, 8], [0, 9], [2, 9], [4, 9], [5, 9], [9, 9], [11, 9], [2, 10], [4, 10], [5, 10], [7, 10], [11, 10], [7, 11], [9, 11], [10, 11], [11, 11]]]
2019-05-11 17:34:40.676199	12	6	1	83	[[[0, 6]], [[0, 2], [3, 3], [5, 6], [3, 7], [0, 11], [8, 11]], [[8, 6]], [[0, 0], [1, 0], [2, 0], [8, 0], [9, 0], [10, 0], [11, 0], [0, 1], [1, 1], [2, 1], [4, 1], [5, 1], [6, 1], [8, 1], [9, 1], [10, 1], [11, 1], [4, 2], [5, 2], [6, 2], [8, 2], [9, 2], [10, 2], [11, 2], [0, 3], [1, 3], [2, 3], [4, 3], [5, 3], [6, 3], [11, 3], [0, 4], [1, 4], [2, 4], [3, 4], [4, 4], [5, 4], [6, 4], [11, 4], [0, 5], [1, 5], [2, 5], [3, 5], [4, 5], [5, 5], [6, 5], [7, 5], [9, 5], [11, 5], [2, 6], [3, 6], [4, 6], [6, 6], [7, 6], [9, 6], [11, 6], [2, 7], [4, 7], [6, 7], [7, 7], [8, 7], [9, 7], [11, 7], [2, 8], [6, 8], [7, 8], [8, 8], [9, 8], [11, 8], [0, 9], [2, 9], [4, 9], [5, 9], [9, 9], [11, 9], [0, 10], [2, 10], [7, 10], [11, 10], [7, 11], [9, 11], [10, 11], [11, 11]]]
2019-05-11 17:35:21.018968	12	6	1	83	[[[0, 6]], [[3, 3], [5, 6], [8, 6], [3, 7], [0, 11], [8, 11]], [[1, 7]], [[0, 0], [1, 0], [2, 0], [8, 0], [9, 0], [10, 0], [11, 0], [0, 1], [1, 1], [2, 1], [4, 1], [5, 1], [6, 1], [8, 1], [9, 1], [10, 1], [11, 1], [0, 2], [4, 2], [5, 2], [6, 2], [8, 2], [9, 2], [10, 2], [11, 2], [0, 3], [1, 3], [2, 3], [4, 3], [5, 3], [6, 3], [8, 3], [9, 3], [10, 3], [11, 3], [0, 4], [1, 4], [2, 4], [11, 4], [0, 5], [1, 5], [2, 5], [3, 5], [4, 5], [5, 5], [6, 5], [7, 5], [9, 5], [11, 5], [1, 6], [2, 6], [3, 6], [4, 6], [9, 6], [11, 6], [2, 7], [4, 7], [7, 7], [8, 7], [9, 7], [11, 7], [2, 8], [6, 8], [7, 8], [8, 8], [9, 8], [11, 8], [0, 9], [2, 9], [4, 9], [5, 9], [9, 9], [11, 9], [0, 10], [2, 10], [4, 10], [5, 10], [7, 10], [11, 10], [7, 11], [9, 11], [10, 11], [11, 11]]]
2019-05-11 17:36:32.967055	12	6	1	84	[[[2, 0]], [[3, 3], [5, 6], [8, 6], [3, 7], [0, 11], [8, 11]], [[5, 8]], [[0, 0], [1, 0], [8, 0], [9, 0], [10, 0], [11, 0], [0, 1], [1, 1], [2, 1], [4, 1], [6, 1], [8, 1], [9, 1], [10, 1], [11, 1], [4, 2], [6, 2], [8, 2], [9, 2], [10, 2], [11, 2], [0, 3], [1, 3], [2, 3], [6, 3], [8, 3], [9, 3], [10, 3], [11, 3], [0, 4], [1, 4], [2, 4], [3, 4], [4, 4], [5, 4], [6, 4], [11, 4], [0, 5], [1, 5], [2, 5], [3, 5], [4, 5], [5, 5], [6, 5], [7, 5], [9, 5], [11, 5], [0, 6], [1, 6], [2, 6], [3, 6], [4, 6], [6, 6], [7, 6], [9, 6], [11, 6], [1, 7], [2, 7], [6, 7], [7, 7], [8, 7], [9, 7], [11, 7], [2, 8], [7, 8], [8, 8], [9, 8], [11, 8], [0, 9], [2, 9], [4, 9], [5, 9], [9, 9], [11, 9], [0, 10], [2, 10], [4, 10], [5, 10], [7, 10], [11, 10], [7, 11], [9, 11], [10, 11], [11, 11]]]
